IDENTIFICADOR_UNICO_FICHA;MODALIDAD_FORMACION;NIVEL_FORMACION;NOMBRE_JORNADA;CODIGO_SECTOR_PROGRAMA;CODIGO_PROGRAMA;DURACION_PROGRAMA;CODIGO_MUNICIPIO_CURSO;TOTAL_APRENDICES;Menores y mayores a 15 activos
1729931;1;1;2;2;86120197;60;573;21;0
1743047;2;1;2;4;84110030;40;1;80;1
1662992;5;1;2;5;41310377;140;1;39;1
1776750;1;1;2;2;22620414;40;1;19;1
1396402;1;6;1;6;921206;3740;1;35;1
1766747;1;1;2;4;13120241;40;318;24;1
1728980;1;1;2;4;13120331;70;1;22;1
1681275;1;6;2;6;821226;3880;1;35;1
1629146;1;6;1;6;821226;3880;1;24;1
1456111;1;5;2;6;832221;1475;1;27;1
1297941;1;6;1;6;223201;3740;698;32;1
1811956;1;6;1;6;821226;3880;1;32;1
1796116;1;1;2;6;84110003;40;573;23;0
1785331;1;1;2;6;13530036;50;300;24;1
1430202;1;6;1;6;821226;3880;1;32;1
1596192;1;6;2;6;224130;3110;1;35;1
1759768;4;1;2;6;52450031;320;22;25;1
1878222;1;1;2;4;13120331;70;1;22;1
1753901;1;1;2;4;13120438;40;548;15;0
1746471;2;1;2;4;41430001;40;1;80;1
1734274;1;1;2;1;66330006;60;318;20;1
1738203;2;1;2;5;22620438;40;1;80;1
1775817;1;1;2;6;66330107;100;318;16;1
1364786;1;6;1;6;223201;3740;698;31;1
1734828;1;1;2;2;22410163;40;517;25;1
1838965;1;1;2;4;84920079;40;845;16;1
1847068;2;1;2;5;22810745;40;1;58;1
1739010;1;1;2;4;83820049;40;1;16;1
1705833;1;1;2;6;86110493;260;824;31;0
1679024;1;5;2;2;836222;1940;1;36;1
1871745;1;1;2;3;12210426;40;1;12;0
1752507;1;5;2;2;837126;2200;698;33;1
1735734;1;1;2;2;22510048;40;1;5;0
1763648;1;1;2;4;83820049;40;1;19;1
1792621;1;1;2;6;41310575;80;807;22;1
1819058;1;1;2;2;84220153;100;1;21;1
1750718;1;6;2;4;228181;3885;1;17;0
1430258;1;6;1;4;228101;3720;1;21;0
1478775;1;5;2;4;228172;1900;532;37;1
1756212;1;1;2;3;21730067;40;1;17;0
1396403;1;6;2;6;921206;3740;698;34;1
1700273;1;1;2;4;62120129;80;473;16;0
1755809;1;1;2;2;52450400;90;450;30;1
1871701;1;1;2;2;83420093;120;573;36;1
1728982;1;1;2;4;13120438;40;548;18;1
1432649;1;5;1;6;837126;1940;300;27;1
1464881;1;6;1;6;821226;3880;1;34;1
1782667;1;1;2;3;13410413;40;698;25;0
1679894;1;1;2;2;21450156;250;573;29;0
1771082;2;1;2;4;84110030;40;1;80;1
1327313;1;6;2;6;821226;3880;1;30;1
1838356;1;1;2;6;22620218;60;1;10;0
1483191;1;5;2;4;228172;1900;1;29;1
1774462;1;1;2;4;86120350;50;532;21;1
1800341;1;1;2;4;21720169;80;1;25;1
1758421;1;1;2;4;52430107;60;1;17;1
1762464;2;1;2;4;41430001;40;1;59;1
1848214;2;1;2;5;22620438;40;1;64;0
1871749;1;1;2;6;84240046;100;1;11;0
1749104;2;1;2;5;22810745;40;1;36;0
1774456;1;1;2;4;86120350;50;532;24;1
1771038;1;1;2;6;83220038;60;1;27;1
1475008;1;5;1;4;634205;1580;455;22;0
1755627;1;4;2;2;935171;885;1;21;1
1719146;1;1;2;2;41311120;80;1;19;0
1774460;1;1;2;4;86120350;50;532;21;1
1813481;1;1;2;3;22320034;70;1;29;1
1845620;1;1;2;4;52520045;40;1;15;0
1740070;1;1;2;4;13120331;70;1;14;0
1430203;1;5;2;4;832415;1327;1;21;0
1682020;1;1;2;6;52440145;60;1;16;1
1885310;1;1;2;4;22810758;40;743;20;1
1681971;1;1;2;2;12210480;60;548;16;0
1696622;1;1;1;4;63410151;40;807;16;1
1464952;1;5;3;6;842405;1840;1;17;0
1743290;2;1;2;3;22810777;40;1;26;0
1682021;1;1;2;3;12210426;40;473;25;1
1782610;1;1;2;3;13410413;40;698;40;1
1502539;1;6;2;4;228106;3410;1;52;1
1749446;1;5;2;4;838314;1760;698;34;1
1851648;1;1;2;4;13120241;40;1;20;1
1875608;4;1;2;2;52442191;300;548;30;1
1771556;1;1;2;1;41311020;80;1;20;1
1682578;1;6;1;6;223219;3740;1;35;1
1744688;1;1;2;2;52450205;40;1;17;1
1750714;1;6;1;4;228181;3885;1;25;1
1464942;1;5;2;6;228120;1940;1;30;1
1750548;1;6;2;6;821226;3880;1;29;1
1784427;1;1;2;4;83820049;40;532;23;1
1784732;1;1;2;4;52520045;40;50;5;0
1713438;1;1;2;2;84220263;40;100;24;1
1629976;1;5;2;2;834214;2200;698;24;1
1732359;1;1;2;4;13120242;60;318;18;1
1877001;2;1;2;4;41430001;40;1;64;1
1689622;1;1;2;2;52442021;60;1;10;0
1885341;1;1;2;2;52440987;40;1;14;0
1722855;1;1;2;6;84110003;40;698;29;1
1705760;1;4;2;2;935171;885;1;20;1
1466344;1;5;2;4;228172;1900;1;24;1
1698894;2;1;2;4;84110030;40;1;90;1
1684620;1;5;1;2;936167;1940;300;32;1
1688433;1;1;2;2;84310049;40;1;22;1
1704348;1;5;2;2;832221;2200;455;32;1
1772039;1;1;2;2;86120197;60;455;19;0
1461907;1;5;2;6;861121;1400;1;30;1
1851784;1;1;2;2;83610191;80;318;21;1
1578455;1;6;2;4;228106;3410;1;36;1
1762463;2;1;2;5;41220016;40;1;80;1
1773622;1;1;2;2;41310983;80;1;24;1
1547965;1;5;2;6;832221;1475;1;23;1
1682421;1;5;1;2;821225;2200;698;28;1
1736683;1;1;2;6;13410090;40;473;20;1
1688448;1;1;2;2;83610273;80;1;18;1
1677920;1;1;1;2;82120048;220;1;17;0
1851710;1;1;2;2;52440804;40;807;11;0
1885831;1;1;2;4;13120331;70;1;44;1
1679232;1;1;2;4;13120241;40;318;25;0
1881907;1;1;2;3;13310098;120;318;20;1
1679961;1;6;2;4;228101;3720;1;25;1
1759695;2;1;2;3;12310170;40;1;80;0
1596184;1;6;1;4;522707;3700;1;19;0
1756354;2;1;2;4;84110030;40;1;80;1
1851707;1;1;2;2;52440804;40;807;13;0
1711930;1;1;2;6;41310575;80;1;10;0
1490228;1;5;2;6;831104;1500;1;16;0
1689040;2;1;2;4;41430001;40;1;90;1
1718538;1;1;2;4;63410151;40;517;25;1
1709395;1;1;2;2;83610252;150;1;30;1
1723084;2;1;2;2;22510150;40;1;56;0
1762493;1;1;2;4;13120331;70;573;20;0
1766824;2;1;2;5;41220016;40;1;81;1
1854297;1;1;2;1;66330006;60;473;30;1
1812074;1;1;2;2;6110039;100;573;45;1
1791279;1;1;2;4;86120350;50;532;20;1
1471438;1;5;2;4;228172;1900;1;29;1
1755197;1;1;2;4;86120350;50;1;16;0
1732334;1;1;2;4;13120241;40;318;29;0
1750570;1;5;2;2;224222;2200;698;28;1
1695361;1;1;2;2;12210480;60;548;15;0
1752564;1;5;2;2;226234;1945;698;35;1
1716388;1;1;2;2;83420093;120;573;39;1
1675138;1;1;2;4;13120331;70;1;19;0
1760555;1;1;2;1;66330006;60;1;25;1
1471518;1;5;2;4;228172;1900;455;20;0
1705855;1;1;2;6;86110493;260;807;21;0
1698086;1;1;1;3;12210426;40;1;21;1
1781713;1;1;2;3;52441938;60;1;26;1
1844297;1;1;2;4;13120241;40;318;26;1
1677802;2;1;2;5;22620438;40;1;90;1
1428701;1;6;1;6;525203;3360;256;26;1
1782639;1;1;2;3;13410413;40;698;22;1
1845116;2;1;2;5;22810744;40;1;56;1
1629158;1;6;2;4;228106;3410;1;29;0
1753935;1;1;2;3;12210426;40;473;16;1
1725158;1;1;2;3;12210426;40;1;23;1
1706239;1;5;2;2;832221;2200;1;39;1
1736372;1;1;2;2;82180017;60;1;30;1
1679352;2;1;2;2;22510150;40;1;90;0
1430243;1;5;2;4;228172;1900;1;27;1
1752575;1;5;1;4;838314;1760;1;31;1
1841205;1;1;2;2;83710208;40;455;25;1
1704615;1;1;2;2;86120197;60;573;19;0
1763990;4;1;2;6;52442194;300;22;31;1
1800343;1;1;2;2;22620414;40;1;19;1
1757363;1;1;2;2;86110482;300;1;25;1
1485333;1;5;2;4;228172;1900;110;31;1
1794237;1;1;2;4;13120241;40;318;32;1
1668933;2;1;2;5;41220016;40;1;90;1
1728984;1;1;2;6;83230006;40;1;20;1
1729267;1;1;2;5;13120171;20;473;20;1
1717951;2;1;2;5;22810745;40;1;34;0
1839951;2;1;2;5;22810744;40;1;64;1
1893924;1;1;2;1;96110003;40;1;19;1
1703768;2;1;2;5;22620438;40;1;92;1
1777171;1;1;1;5;13120456;40;1;25;1
1430257;1;5;2;4;228172;1900;548;22;1
1675125;1;1;2;3;12210426;40;1;27;1
1764352;1;1;2;2;22810366;40;807;31;1
1683315;1;6;1;6;921206;3740;1;36;1
1759764;4;1;2;2;52430410;330;807;36;1
1365869;1;6;2;6;223309;3740;1;27;1
1484949;1;5;2;6;832221;1475;1;32;1
1519984;1;6;1;2;217307;3480;1;19;0
1580193;1;6;1;6;921206;3740;1;37;1
1782668;1;1;2;3;13410413;40;698;24;0
1828062;2;1;2;5;51250034;60;1;100;1
1887126;2;1;2;4;12310066;40;1;64;1
1785077;1;1;2;2;84310049;40;548;31;1
1716609;2;1;2;4;41430001;40;1;46;1
1731260;1;1;2;2;12210480;60;532;16;0
1682599;1;5;2;2;836114;1940;1;22;0
1762536;1;1;2;2;22620414;40;1;11;0
1703932;1;5;2;2;836114;1940;1;30;1
1629971;1;5;2;2;935240;1890;1;28;1
1791249;1;1;2;4;13120241;40;355;20;1
1711542;1;1;2;2;22510015;40;1;18;1
1729285;1;1;2;5;13210303;40;473;25;1
1517271;1;5;2;6;832221;1475;1;34;1
1705852;1;1;2;4;13120241;40;355;15;1
1714990;1;1;2;4;13120331;70;1;23;1
1722186;1;1;2;6;84110003;40;573;21;0
1860641;1;1;2;2;83610131;60;548;19;1
1716601;2;1;2;5;41220016;40;1;93;1
1816623;2;1;2;5;22620438;40;1;50;0
1719534;1;1;2;2;22620414;40;1;16;1
1474087;1;5;2;6;832221;1475;513;31;1
1579660;1;6;2;6;525203;3360;1;34;1
1745682;1;1;2;6;83220038;60;517;25;1
1764351;1;1;2;6;41310575;80;807;30;1
1430201;1;5;1;6;839305;1940;698;25;1
1669489;2;1;2;3;13210301;40;1;90;0
1699386;1;1;2;6;83220038;60;517;25;1
1688902;2;1;2;3;13210301;40;1;90;1
1464954;1;5;1;2;842404;1840;1;10;0
1717964;2;1;2;3;13210301;40;1;90;1
1753913;1;1;2;1;66330006;60;130;25;1
1675123;1;1;2;6;84110003;40;1;20;0
1714341;1;1;2;3;21730067;40;698;20;1
1717947;2;1;2;3;12310018;40;1;34;0
1716036;1;1;2;1;66330006;60;807;27;1
1742362;1;1;2;4;13120230;20;807;20;1
1736700;1;1;2;6;22310030;40;1;30;1
1688399;1;1;2;4;13120241;40;318;21;1
1300027;1;6;1;4;513101;3880;1;24;0
1432656;1;5;1;2;932421;1840;573;31;1
1738617;2;1;2;5;22810745;40;1;44;1
1858723;1;1;2;5;22620440;20;142;15;1
1681381;1;5;1;2;838104;1900;1;26;1
1860581;1;1;2;6;22520051;40;1;21;1
1725154;1;1;2;3;12210426;40;399;16;1
1752570;1;6;2;6;525201;3310;1;35;1
1725526;2;1;2;3;22810777;40;1;25;0
1466786;1;5;2;4;228172;1900;1;24;0
1694582;1;1;2;6;13530036;50;573;35;1
1578377;1;6;1;4;513101;3880;1;36;1
1325418;1;6;2;6;223219;3740;1;30;1
1467791;1;6;3;2;821222;3940;1;32;1
1597021;1;6;2;5;621201;3610;1;37;1
1396406;1;6;1;6;223219;3740;1;27;1
1728601;2;1;2;3;12310175;40;1;28;0
1868072;1;1;2;2;82180017;60;1;24;1
1752573;1;6;2;6;525201;3310;1;31;1
1796498;2;1;2;5;51250026;60;1;80;1
1717930;2;1;2;5;22810744;40;1;62;0
1847063;2;1;2;5;22810748;60;1;64;1
1700232;2;1;2;3;13210301;40;1;90;1
1735745;1;1;2;6;52440365;50;807;19;1
1730704;2;1;2;5;22810747;40;1;48;0
1690645;2;1;2;3;12310018;40;1;90;1
1300029;1;6;1;6;524109;3640;1;23;0
1820353;1;1;2;2;22510115;40;1;16;1
1753570;1;5;2;2;832221;2200;1;33;1
1870723;1;1;2;6;22520051;40;1;20;1
1816611;2;1;2;5;51250034;60;1;60;0
1691884;2;1;2;3;13210301;40;1;90;1
1750684;1;6;1;6;223217;3380;1;30;1
1690641;2;1;2;4;13410029;40;1;91;0
1785064;1;1;2;4;52441154;50;1;21;1
1678990;1;1;2;4;84240164;80;1;12;0
1725155;1;1;2;3;12210426;40;399;15;1
1699412;1;1;2;4;13120331;70;1;29;1
1399352;1;6;2;2;821222;3940;1;30;1
1819063;1;1;2;4;86120350;50;1;30;1
1753752;1;5;2;2;836114;1940;318;28;1
1778561;1;1;2;6;66330007;40;1;23;1
1866260;2;1;2;3;13210301;40;1;64;0
1596161;1;6;2;6;525201;3310;1;19;0
1853833;1;2;2;4;821236;880;1;27;1
1855299;1;6;2;6;225302;3760;1;29;1
1711039;2;1;2;3;12310018;40;1;71;0
1694987;2;1;2;5;21730030;40;1;90;0
1853860;1;2;2;4;821236;880;1;19;1
1365857;1;6;2;6;524109;3640;1;21;0
1839380;2;1;2;3;22420185;40;1;67;1
1430241;1;5;2;4;228172;1900;1;32;1
1738618;2;1;2;3;13210301;40;1;80;1
1784784;4;1;2;2;21450156;250;137;36;1
1725451;2;1;2;4;84110030;40;1;68;1
1852053;1;1;2;5;12210516;40;743;21;1
1810131;2;1;2;5;22810744;40;1;53;1
1365871;1;6;2;6;224208;3720;1;26;1
1596105;1;6;2;6;223219;3740;1;32;1
1673059;2;1;2;5;22810744;40;1;90;1
1480979;1;5;2;6;832221;1475;1;34;1
1853162;2;1;2;5;51250026;60;1;77;0
1741809;1;1;2;1;93240137;60;807;19;1
1703774;2;1;2;5;22620438;40;1;91;1
1430273;1;6;2;6;525201;3310;1;30;1
1676738;1;1;1;6;84240167;60;1;20;1
1365865;1;6;2;6;228106;3410;1;21;1
1738212;2;1;2;4;41311166;60;1;50;1
1785076;1;1;2;1;22620429;40;1;22;1
1774590;1;1;2;6;84110003;40;573;22;1
1773391;2;1;2;5;22620438;40;1;80;1
1748108;1;1;1;2;22510015;40;1;8;0
1430240;1;5;2;4;228172;1900;1;30;1
1877020;2;1;2;5;41220016;40;1;65;1
1766128;2;1;2;3;21450168;40;1;55;0
1464946;1;6;1;4;228106;3410;1;28;0
1860614;1;1;2;2;52440927;40;1;8;0
1725527;2;1;2;3;22810777;40;1;22;0
1879717;2;1;2;3;21450168;40;1;64;0
1596185;1;6;2;4;522706;3520;1;20;0
1705879;2;1;2;4;41310025;40;1;69;0
1751440;2;1;2;6;21730028;40;1;80;1
1751235;2;1;2;6;41310002;40;1;52;1
1762452;2;1;2;6;21710003;40;1;69;1
1396405;1;6;2;2;223310;3880;142;32;1
1671004;2;1;2;3;22810777;40;1;75;0
1430244;1;5;1;4;228172;1900;1;24;1
1887112;2;1;2;4;12310066;40;1;64;0
1877005;2;1;2;4;41430001;40;1;64;1
1697699;2;1;2;5;21730030;40;1;90;0
1698911;2;1;2;5;22810744;40;1;90;1
1887130;2;1;2;4;12310066;40;1;64;1
1430245;1;5;1;4;228172;1900;1;25;1
1430242;1;5;2;4;228172;1900;1;32;1
1750775;1;6;1;4;228101;3720;1;19;1
1677191;1;1;1;2;22510015;40;1;18;0
1629956;1;6;2;6;525203;3360;1;38;1
1722882;2;1;2;5;51250026;60;1;90;1
1679957;1;6;1;4;228106;3410;1;37;1
1825855;2;1;2;5;51250026;60;1;80;1
1723322;2;1;2;5;21730030;40;1;57;0
1725071;2;1;2;5;22810748;60;1;105;1
1668859;2;1;2;5;21730030;40;1;90;1
1751323;2;1;2;3;12310018;40;1;80;1
1760982;2;1;2;5;22810741;40;1;83;0
1676753;1;1;2;2;22510015;40;1;18;0
1761936;2;1;2;4;93440007;40;1;62;1
1430264;1;6;1;4;217211;3840;1;19;0
1743285;2;1;2;3;22810777;40;1;28;0
1725447;2;1;2;2;92220008;40;1;85;1
1873328;2;1;2;5;22620438;40;1;64;0
1692146;2;1;2;5;22810744;40;1;90;1
1679474;1;1;2;6;84110003;40;573;20;0
1672474;2;1;2;5;22810744;40;1;90;1
1752566;1;6;2;6;525203;3360;1;29;1
1679954;1;6;2;4;228106;3410;1;32;1
1770379;2;1;2;4;93440006;40;1;39;0
1668869;2;1;2;5;41220016;40;1;90;1
1671027;2;1;2;5;21730030;40;1;92;0
1671020;2;1;2;5;21730030;40;1;90;0
1675499;2;1;2;5;21720168;60;1;90;1
1773430;2;1;2;5;22810741;40;1;82;0
1738222;2;1;2;4;13410029;40;1;76;1
1788684;2;1;2;2;92220008;40;1;19;0
1803244;2;1;2;5;51250026;60;1;80;1
1845086;2;1;2;5;22810745;40;1;60;1
1738214;2;1;2;6;21710003;40;1;80;1
1788659;2;1;2;4;84110030;40;1;60;1
1689038;2;1;2;5;22810744;40;1;90;1
1474013;1;5;2;6;832221;1475;573;13;0
1730707;2;1;2;3;22420185;40;1;92;1
1629152;1;6;2;4;228106;3410;1;22;0
1773394;2;1;2;3;12310018;40;1;59;0
1677806;2;1;2;5;22620438;40;1;90;1
1668552;2;1;2;4;93440007;40;1;90;1
1682376;1;6;2;2;821222;3940;1;33;1
1691865;2;1;2;3;13210301;40;1;90;1
1683233;2;1;2;5;51250026;60;1;90;1
1845096;2;1;2;3;13210301;40;1;64;1
1839943;2;1;2;5;41220016;40;1;64;1
1769622;2;1;2;3;13210301;40;1;80;1
1782874;2;1;2;4;41310026;40;1;83;0
1713615;2;1;2;5;51250023;60;1;82;0
1856301;1;1;1;6;84240060;80;1;15;0
1679398;2;1;2;3;62330147;40;1;90;0
1682395;1;6;2;2;821222;3940;1;35;1
1746486;2;1;2;3;13210301;40;1;80;1
1750799;1;6;2;2;821222;3940;1;36;1
1784820;2;1;2;3;13210301;40;1;25;1
1760661;1;1;2;5;22510010;40;1;18;0
1688691;1;1;2;1;93240137;60;1;19;1
1717926;2;1;2;5;21720168;60;1;59;0
1854701;2;1;2;5;41220016;40;1;64;1
1723325;2;1;2;5;21730030;40;1;56;0
1672930;2;1;2;5;22810746;40;1;90;1
1766808;2;1;2;5;51250025;60;1;83;1
1749105;2;1;2;5;22810744;40;1;30;0
1885568;2;1;2;5;22810741;40;1;64;1
1720766;1;1;2;6;84110003;40;698;25;1
1698893;2;1;2;2;22420154;40;1;91;0
1363886;1;6;2;5;621201;3610;1;37;1
1738224;2;1;2;5;41220016;40;1;78;1
1669488;2;1;2;3;13210301;40;1;90;0
1782785;2;1;2;4;41430001;40;1;80;1
1668846;2;1;2;5;21730030;40;1;93;1
1822754;1;1;2;1;66330006;60;1;20;1
1473304;1;5;2;6;838105;1900;1;32;1
1866233;2;1;2;3;13210301;40;1;64;0
1668891;2;1;2;5;21730030;40;1;90;1
1430675;1;6;1;6;224208;3720;1;24;0
1673058;2;1;2;4;84110030;40;1;90;1
1671028;2;1;2;3;22810777;40;1;75;0
1691891;2;1;2;5;22810744;40;1;90;0
1762996;2;1;2;2;83810343;40;1;61;1
1784575;1;1;2;4;84240178;60;1;18;1
1824163;2;1;2;5;51250025;60;1;80;0
1790447;2;1;2;5;22620438;40;1;81;1
1762475;2;1;2;5;22620438;40;1;80;1
1726819;1;1;2;6;84240184;40;1;12;0
1673844;2;1;2;5;21720168;60;1;91;1
1790444;2;1;2;5;22620438;40;1;80;1
1780150;2;1;2;3;12310170;40;1;20;0
1721498;2;1;2;5;22810745;40;1;34;0
1762476;2;1;2;5;22620438;40;1;80;0
1728572;2;1;2;5;22810746;40;1;90;1
1717061;2;1;2;3;11220130;40;1;52;0
1673042;2;1;2;2;22420183;40;1;35;0
1766032;2;1;2;5;21730030;40;1;16;0
1866219;2;1;2;3;13210301;40;1;64;1
1794456;2;1;2;4;83240071;40;1;80;1
1866238;2;1;2;3;13210301;40;1;65;0
1738633;2;1;2;4;41310026;40;1;81;0
1690772;2;1;2;3;21450168;40;1;90;1
1786114;2;1;2;5;22810745;40;1;80;1
1728584;2;1;2;4;93440007;40;1;90;1
1759727;2;1;2;3;13210301;40;1;81;1
1784818;2;1;2;3;13210301;40;1;27;0
1854646;2;1;2;4;41430001;40;1;64;1
1768924;2;1;2;5;22810741;40;1;82;0
1738621;2;1;2;5;22810744;40;1;35;1
1887135;2;1;2;4;13410029;40;1;64;1
1689046;2;1;2;4;41311166;60;1;91;1
1738204;2;1;2;5;22620438;40;1;80;1
1720651;2;1;2;5;41410047;180;1;93;1
1743189;1;1;2;2;93240032;40;130;21;1
1786153;2;1;2;5;22810744;40;1;16;0
1412893;2;6;2;4;228101;3720;1;50;1
1831389;2;1;2;5;22620438;40;1;71;1
1668567;2;1;2;4;41311166;60;1;92;1
1848032;1;1;2;6;84240060;80;1;8;0
1677088;2;1;2;5;21720168;60;1;90;1
1717068;2;1;2;3;12310175;40;1;91;1
1872318;2;1;2;5;51250026;60;1;80;0
1854695;2;1;2;6;21710003;40;1;64;1
1879713;2;1;2;5;21730030;40;1;64;0
1738202;2;1;2;2;83810343;40;1;80;1
1853148;2;1;2;5;51250026;60;1;66;0
1879726;2;1;2;3;21450168;40;1;64;0
1872391;2;1;2;5;51250023;60;1;81;1
1579648;1;6;2;6;525203;3360;1;35;1
1738220;2;1;2;4;83240071;40;1;70;0
1670550;2;1;2;5;51250026;60;1;90;1
1760878;2;1;2;5;22810744;40;1;81;0
1738619;2;1;2;3;13210301;40;1;81;1
1738226;2;1;2;3;12310170;40;1;56;0
1807229;2;1;2;5;51250026;60;1;81;1
1716600;2;1;2;6;21710003;40;1;65;1
1769447;2;1;2;2;92220008;40;1;80;1
1797993;2;1;2;5;51250023;60;1;80;0
1669486;2;1;2;5;21730030;40;1;90;0
1760877;2;1;2;3;13210301;40;1;80;0
1854944;2;1;2;5;22810747;40;1;64;1
1759701;2;1;2;5;21730030;40;1;80;0
1875007;2;1;2;5;22620438;40;1;64;0
1717962;2;1;2;3;13210301;40;1;90;1
1879707;2;1;2;5;21730030;40;1;64;0
1464939;1;5;2;6;228120;1940;1;31;1
1839949;2;1;2;5;41220016;40;1;64;1
1689034;2;1;2;5;41220016;40;1;91;1
1782792;2;1;2;5;41220016;40;1;58;1
1698396;2;1;2;5;21720168;60;1;90;0
1705870;2;1;2;4;41310026;40;1;69;0
1773450;1;1;2;2;93240032;40;1;24;1
1756359;2;1;2;5;21720168;60;1;57;0
1713774;2;1;2;4;13410029;40;1;50;1
1697548;2;1;2;5;22810744;40;1;90;1
1784544;2;1;2;5;22810744;40;1;34;0
1716603;2;1;2;4;13410029;40;1;50;1
1690770;2;1;2;5;21730030;40;1;90;0
